Series Description,"Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total securitized consumer credit, not seasonally adjusted level","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned by depository institutions, not seasonally adjusted level","Total consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned and securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by finance companies, not seasonally adjusted level","Total consumer credit securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by credit unions, not seasonally adjusted level","Total consumer credit owned by federal government, not seasonally adjusted level","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Total consumer credit owned by nonfinancial business, not seasonally adjusted level","Total consumer credit securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Revolving securitized consumer credit, not seasonally adjusted level","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by finance companies, not seasonally adjusted level","Revolving consumer credit securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by credit unions, not seasonally adjusted level","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving securitized consumer credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted level","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted level","Nonrevolving consumer credit owned by federal government, not seasonally adjusted level","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total securitized consumer credit, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Revolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted"
1987-06,8.07,20.59,4.46,662897.5,149833.79,513063.7,660313,,380721,380721,316822,63899,,133862,133862,,76372,8959,,60399,60399,,148421,,99214,99214,90555,8659,,6530,6530,,4200,38477,38477,,511892,,281507,281507,226267,55240,,127332,127332,,72172,8959,,21922,21922,,,254720,4427.47,2527.3,1900.17,5920.6,,2442,2442,1726,716,,2059,2059,,1140,215.6,,64,64,,2949,,2450,2450,2181,269,,215,215,,149,135,135,,2971.6,,-8,-8,-455,447,,1844,1844,,991,215.6,,-71,-71,,,2782.67,ND,,ND,,,10.64,53.6,93,11214,,,
1987-07,8.62,20.53,5.14,667659.79,152397.41,515262.37,665708.18,,382758,382758,319011,63747,,135949,135949,,77560,9162.18,,60279,60279,,150670,,101064,101064,92421,8643,,6745,6745,,4262,38599,38599,,515038.18,,281694,281694,226590,55104,,129204,129204,,73298,9162.18,,21680,21680,,,ND,4762.29,2563.62,2198.67,5395.18,,2037,2037,2189,-152,,2087,2087,,1188,203.18,,-120,-120,,2249,,1850,1850,1866,-16,,215,215,,62,122,122,,3146.18,,187,187,323,-136,,1872,1872,,1126,203.18,,-242,-242,,,ND,ND,,ND,,,10.52,53.4,93,11267,,,
1987-08,8.21,11.6,7.2,672225.14,153871.2,518353.94,673739.37,,386536,386536,322671,63865,,138098,138098,,78829,9365.37,,60911,60911,,152773,,102318,102318,93695,8623,,6960,6960,,4328,39167,39167,,520966.37,,284218,284218,228976,55242,,131138,131138,,74501,9365.37,,21744,21744,,,ND,4565.35,1473.78,3091.57,8031.18,,3778,3778,3660,118,,2149,2149,,1269,203.18,,632,632,,2103,,1254,1254,1274,-20,,215,215,,66,568,568,,5928.18,,2524,2524,2386,138,,1934,1934,,1203,203.18,,64,64,,,ND,10.37,,14.22,,,9.63,52.1,93,11374,,,
1987-09,7.12,20.2,3.23,676211.16,156460.89,519750.26,679637,,388583,388583,325602,62981,,140570,140570,,79777,9562,,61145,61145,,155365,,104629,104629,96173,8456,,7175,7175,,4377,39184,39184,,524272,,283954,283954,229429,54525,,133395,133395,,75400,9562,,21961,21961,,,266000,3986.02,2589.7,1396.32,5897.63,,2047,2047,2931,-884,,2472,2472,,948,196.63,,234,234,,2592,,2311,2311,2478,-167,,215,215,,49,17,17,,3305.63,,-264,-264,453,-717,,2257,2257,,899,196.63,,217,217,,,3760,ND,,ND,,,8.71,50.7,93,11455,,,
1987-10,8.83,12.37,7.76,681184.46,158074.33,523110.13,683710.08,,390483,390483,326917,63566,,141315,141315,,80239,9724.08,,61949,61949,,156743,,105330,105330,96705,8625,,7390,7390,,4399,39624,39624,,526967.08,,285153,285153,230212,54941,,133925,133925,,75840,9724.08,,22325,22325,,,ND,4973.31,1613.43,3359.87,4073.08,,1900,1900,1315,585,,745,745,,462,162.08,,804,804,,1378,,701,701,532,169,,215,215,,22,440,440,,2695.08,,1199,1199,783,416,,530,530,,440,162.08,,364,364,,,ND,ND,,ND,,,10.31,52.8,93,11585,,,
1987-11,6.21,-0.42,8.21,684710.04,158018.95,526691.09,687817.92,,393801,393801,328850,64951,,140462,140462,,80577,9880.92,,63097,63097,,158497,,105772,105772,96827,8945,,7605,7605,,4414,40706,40706,,529320.92,,288029,288029,232023,56006,,132857,132857,,76163,9880.92,,22391,22391,,,ND,3525.58,-55.38,3580.96,4107.85,,3318,3318,1933,1385,,-853,-853,,338,156.85,,1148,1148,,1754,,442,442,122,320,,215,215,,15,1082,1082,,2353.85,,2876,2876,1811,1065,,-1068,-1068,,323,156.85,,66,66,,,ND,10.86,,14.58,,,12.24,55.4,94,11630,,,
1987-12,2.82,21.53,-2.79,686318.77,160853.91,525464.86,698640,,399425,399425,334090,65335,,140025,140025,,81028,10043,,68119,68119,,169639,,112432,112432,103350,9082,,7820,7820,,4435,44952,44952,,529001,,286993,286993,230740,56253,,132205,132205,,76593,10043,,23167,23167,,,266552,1608.73,2834.96,-1226.23,10822.08,,5624,5624,5240,384,,-437,-437,,451,162.08,,5022,5022,,11142,,6660,6660,6523,137,,215,215,,21,4246,4246,,-319.92,,-1036,-1036,-1283,247,,-652,-652,,430,162.08,,776,776,,,184,ND,,ND,,,12.23,55.5,93,11645,,,
1988-01,10.41,28.56,4.85,692270.95,164681.9,527589.06,695234.75,,398882,398882,333390,65492,,139906,139906,,80880,10263.75,,65303,65303,,168334,,112829,112829,103981,8848,,8035,8035,,4423,43047,43047,,526900.75,,286053,286053,229409,56644,,131871,131871,,76457,10263.75,,22256,22256,,,ND,5952.19,3827.99,2124.2,-3405.25,,-543,-543,-700,157,,-119,-119,,-148,220.75,,-2816,-2816,,-1305,,397,397,631,-234,,215,215,,-12,-1905,-1905,,-2100.25,,-940,-940,-1331,391,,-334,-334,,-136,220.75,,-911,-911,,,ND,ND,,ND,,,12.19,55.5,93,11534,,,
1988-02,7.14,9.29,6.46,696387.29,165957.33,530429.96,692510.25,,398488,398488,333075,65413,,139765,139765,,80644,10470.25,,63143,63143,,165722,,111796,111796,103323,8473,,8250,8250,,4407,41269,41269,,526788.25,,286692,286692,229752,56940,,131515,131515,,76237,10470.25,,21874,21874,,,ND,4116.34,1275.43,2840.9,-2724.49,,-394,-394,-315,-79,,-141,-141,,-236,206.51,,-2160,-2160,,-2612,,-1033,-1033,-658,-375,,215,215,,-16,-1778,-1778,,-112.49,,639,639,343,296,,-356,-356,,-220,206.51,,-382,-382,,,ND,10.72,,14.46,,,12.26,55.9,94,11447,,,
1988-03,7.43,11.34,6.21,700701.2,167525.9,533175.3,693732,,398862,398862,333855,65007,,140268,140268,,81080,10691,,62831,62831,,165379,,111648,111648,103253,8395,,8465,8465,,4427,40839,40839,,528353,,287214,287214,230602,56612,,131803,131803,,76653,10691,,21992,21992,,,270129,4313.91,1568.58,2745.34,1221.75,,374,374,780,-406,,503,503,,436,220.75,,-312,-312,,-343,,-148,-148,-70,-78,,215,215,,20,-430,-430,,1564.75,,522,522,850,-328,,288,288,,416,220.75,,118,118,,,1192.33,ND,,ND,,,12.24,56,94,11493,,,
1988-04,8.85,11.21,8.11,705868.05,169090.73,536777.32,700626.05,,403851,403851,338430,65421,,141136,141136,,81542,10956.05,,63141,63141,,167184,,113189,113189,104792,8397,,8680,8680,,4449,40866,40866,,533442.05,,290662,290662,233638,57024,,132456,132456,,77093,10956.05,,22275,22275,,,ND,5166.84,1564.82,3602.02,6894.05,,4989,4989,4575,414,,868,868,,462,265.05,,310,310,,1805,,1541,1541,1539,2,,215,215,,22,27,27,,5089.05,,3448,3448,3036,412,,653,653,,440,265.05,,283,283,,,ND,ND,,ND,,,12.29,56.2,94,11553,,,
1988-05,7.1,11.77,5.63,710045.85,170749.58,539296.28,705427.95,,406543,406543,340195,66348,,141783,141783,,82193,11229.95,,63679,63679,,168606,,114214,114214,105675,8539,,8895,8895,,4481,41016,41016,,536821.95,,292329,292329,234520,57809,,132888,132888,,77712,11229.95,,22663,22663,,,ND,4177.81,1658.85,2518.96,4801.89,,2692,2692,1765,927,,647,647,,651,273.89,,538,538,,1422,,1025,1025,883,142,,215,215,,32,150,150,,3379.89,,1667,1667,882,785,,432,432,,619,273.89,,388,388,,,ND,10.55,,14.4,,,12.29,56.2,94,11624,,,
1988-06,5.31,15.56,2.07,713189.19,172963.18,540226.01,710128,,408568,408568,341529,67039,,143070,143070,,83137,11495,,63858,63858,,171371,,116530,116530,107857,8673,,9110,9110,,4529,41202,41202,,538757,,292038,292038,233672,58366,,133960,133960,,78608,11495,,22656,22656,,,278049,3143.34,2213.61,929.73,4700.05,,2025,2025,1334,691,,1287,1287,,944,265.05,,179,179,,2765,,2316,2316,2182,134,,215,215,,48,186,186,,1935.05,,-291,-291,-848,557,,1072,1072,,896,265.05,,-7,-7,,,2640,ND,,ND,,,12.32,56.3,94,11626,,,
1988-07,4.92,7.33,4.15,716113.02,174019.27,542093.75,713706.52,,410846,410846,343669,67177,,143503,143503,,83932,11822.52,,63603,63603,,172163,,117068,117068,108571,8497,,9325,9325,,4568,41202,41202,,541543.52,,293778,293778,235098,58680,,134178,134178,,79364,11822.52,,22401,22401,,,ND,2923.83,1056.09,1867.74,3578.52,,2278,2278,2140,138,,433,433,,795,327.52,,-255,-255,,792,,538,538,714,-176,,215,215,,39,0,0,,2786.52,,1740,1740,1426,314,,218,218,,756,327.52,,-255,-255,,,ND,ND,,ND,,,12.44,56.4,94,11663,,,
1988-08,9.09,12.75,7.91,721535.58,175868.92,545666.66,722932.04,,416664,416664,348768,67896,,144381,144381,,85709,12150.04,,64028,64028,,174794,,118999,118999,110499,8500,,9540,9540,,4658,41597,41597,,548138.04,,297665,297665,238269,59396,,134841,134841,,81051,12150.04,,22431,22431,,,ND,5422.56,1849.65,3572.91,9225.52,,5818,5818,5099,719,,878,878,,1777,327.52,,425,425,,2631,,1931,1931,1928,3,,215,215,,90,395,395,,6594.52,,3887,3887,3171,716,,663,663,,1687,327.52,,30,30,,,ND,10.93,,14.81,,,12.64,56.5,94,11593,,,
1988-09,2.35,10.99,-0.44,722947.69,177480.12,545467.57,725838,,418134,418134,351421,66713,,144833,144833,,86523,12467,,63881,63881,,176366,,120683,120683,112460,8223,,9755,9755,,4702,41226,41226,,549472,,297451,297451,238961,58490,,135078,135078,,81821,12467,,22655,22655,,,286351,1412.1,1611.2,-199.09,2905.96,,1470,1470,2653,-1183,,452,452,,814,316.96,,-147,-147,,1572,,1684,1684,1961,-277,,215,215,,44,-371,-371,,1333.96,,-214,-214,692,-906,,237,237,,770,316.96,,224,224,,,2767.33,ND,,ND,,,12.93,56.3,94,11530,,,
1988-10,5.24,15.9,1.77,726105.33,179832.14,546273.18,728134.66,,418335,418335,352273,66062,,145027,145027,,87282,12714.66,,64776,64776,,178431,,121977,121977,113653,8324,,9970,9970,,4739,41745,41745,,549703.66,,296358,296358,238620,57738,,135057,135057,,82543,12714.66,,23031,23031,,,ND,3157.64,2352.02,805.62,2296.66,,201,201,852,-651,,194,194,,759,247.66,,895,895,,2065,,1294,1294,1193,101,,215,215,,37,519,519,,231.66,,-1093,-1093,-341,-752,,-21,-21,,722,247.66,,376,376,,,ND,ND,,ND,,,13.1,56.3,94,11845,,,
1988-11,5.87,21.21,0.83,729660.07,183011.11,546648.97,732665.34,,421342,421342,354935,66407,,144540,144540,,87846,12954.34,,65983,65983,,183671,,125845,125845,117327,8518,,10185,10185,,4766,42875,42875,,548994.34,,295497,295497,237608,57889,,134355,134355,,83080,12954.34,,23108,23108,,,ND,3554.75,3178.96,375.78,4530.67,,3007,3007,2662,345,,-487,-487,,564,239.67,,1207,1207,,5240,,3868,3868,3674,194,,215,215,,27,1130,1130,,-709.33,,-861,-861,-1012,151,,-702,-702,,537,239.67,,77,77,,,ND,11.22,,15.06,,,13.2,56.2,94,11975,,,
1988-12,3.71,10.37,1.48,731917.76,184593.12,547324.64,745206.4,,427568.6,427568.6,360816,66752.6,,144677,144677,,88339.8,13202,,71419,71419,,194459.9,,131764,131764,123020,8744,,10400,10400,,4788.9,47507,47507,,550746.5,,295804.6,295804.6,237796,58008.6,,134277,134277,,83550.9,13202,,23912,23912,,,285420.9,2257.68,1582.01,675.67,12541.06,,6226.6,6226.6,5881,345.6,,137,137,,493.8,247.66,,5436,5436,,10788.9,,5919,5919,5693,226,,215,215,,22.9,4632,4632,,1752.16,,307.6,307.6,188,119.6,,-78,-78,,470.9,247.66,,804,804,,,-310.03,ND,,ND,,,13.25,56.3,94,12068,,,
1989-01,0.01,-55.71,18.8,749023.08,185723.07,563300.01,753009.23,29132,434670.66,420114,353344,66770,14556.66,152950,139605,13345,86665,13364.23,,65359.34,64129,1230.34,189610,10773,132351.66,122809,114143,8666,9542.66,10615,10615,,4706,41937.34,40707,1230.34,563399.23,18359,302319,297305,239201,58104,5014,142335,128990,13345,81959,13364.23,,23422,23422,,,ND,5.32,-8570.05,8575.37,-9297.17,,-7611.94,-7454.6,-7472,17.4,,5887,4928,,-1674.8,162.23,,-6059.66,-7290,,-14549.9,,-9112.34,-8955,-8877,-78,,215,215,,-82.9,-5569.66,-6800,,5252.73,,1500.4,1500.4,1405,95.4,,5672,4713,,-1591.9,162.23,,-490,-490,,,ND,ND,,ND,,,13.27,56.2,94,11956,,,
1989-02,6.2,12.22,4.21,752893,187614.8,565278.2,749701.77,30050,434712.36,419713,353025,66688,14999.36,152298,138587,13711,86482,13510.77,,62698.64,61359,1339.64,187301,11730,131699.36,121309,112734,8575,10390.36,10830,10830,,4704,40067.64,38728,1339.64,562400.77,18320,303013,298404,240291,58113,4609,141468,127757,13711,81778,13510.77,,22631,22631,,,ND,3869.92,1891.73,1978.19,-3307.47,918,41.7,-401,-319,-82,442.7,-652,-1018,366,-183,146.53,,-2660.7,-2770,109.3,-2309,957,-652.3,-1500,-1409,-91,847.7,215,215,,-2,-1869.7,-1979,109.3,-998.47,-39,694,1099,1090,9,-405,-867,-1233,366,-181,146.53,,-791,-791,,,ND,11.76,,15.22,,,13.07,55.7,92,11819,,,
1989-03,11.36,21.17,8.1,760018.34,190924.09,569094.25,753193,33377,438696.11,421578,355578,66000,17118.11,152077,137454,14623,86747,13673,,61999.89,60364,1635.89,188471,14324,133183.11,120495,112088,8407,12688.11,11045,11045,,4727,39515.89,37880,1635.89,564722,19053,305513,301083,243490,57593,4430,141032,126409,14623,82020,13673,,22484,22484,,,285331,7125.34,3309.29,3816.05,3491.23,3327,3983.75,1865,2553,-688,2118.75,-221,-1133,912,265,162.23,,-698.75,-995,296.25,1170,2594,1483.75,-814,-646,-168,2297.75,215,215,,23,-551.75,-848,296.25,2321.23,733,2500,2679,3199,-520,-179,-436,-1348,912,242,162.23,,-147,-147,,,-2016.97,ND,,ND,,,13.07,55.4,92,11867,,,
1989-04,7.41,13.94,5.22,764712.45,193141.59,571570.85,759276.91,32517,442975.81,426070,359803,66267,16905.81,152961,138968,13993,87394,13860.91,,62085.19,60467,1618.19,190797,14169,135173.81,122623,114262,8361,12550.81,11260,11260,,4770,39593.19,37975,1618.19,568479.91,18348,307802,303447,245541,57906,4355,141701,127708,13993,82624,13860.91,,22492,22492,,,ND,4694.11,2217.5,2476.61,6083.91,-860,4279.7,4492,4225,267,-212.3,884,1514,-630,647,187.91,,85.3,103,-17.7,2326,-155,1990.7,2128,2174,-46,-137.3,215,215,,43,77.3,95,-17.7,3757.91,-705,2289,2364,2051,313,-75,669,1299,-630,604,187.91,,8,8,,,ND,ND,,ND,,,12.1,53.4,91,11886,,,
1989-05,7.16,12.52,5.35,769275.7,195155.98,574119.72,764084.09,32647,445066.96,427900,361528,66372,17166.96,154299,140489,13810,87836,14055.09,,62827.04,61157,1670.04,192720,14623,136264.96,123312,115018,8294,12952.96,11475,11475,,4803,40177.04,38507,1670.04,571364.09,18024,308802,304588,246510,58078,4214,142824,129014,13810,83033,14055.09,,22650,22650,,,ND,4563.26,2014.39,2548.87,4807.18,130,2091.15,1830,1725,105,261.15,1338,1521,-183,442,194.18,,741.85,690,51.85,1923,454,1091.15,689,756,-67,402.15,215,215,,33,583.85,532,51.85,2884.18,-324,1000,1141,969,172,-141,1123,1306,-183,409,194.18,,158,158,,,ND,12.44,,15.65,,,11.8,52.7,91,11973,,,
1989-06,6.16,15.54,2.98,773227.11,197683.95,575543.16,769617,34535,448448.85,429167,363704,65463,19281.85,155395,142103,13292,88288,14243,,63242.15,61281,1961.15,195893,17172,138892.85,123682,115580,8102,15210.85,11690,11690,,4836,40474.15,38513,1961.15,573724,17363,309556,305485,248124,57361,4071,143705,130413,13292,83452,14243,,22768,22768,,,290431,3951.41,2527.97,1423.44,5532.91,1888,3381.89,1267,2176,-909,2114.89,1096,1614,-518,452,187.91,,415.11,124,291.11,3173,2549,2627.89,370,562,-192,2257.89,215,215,,33,297.11,6,291.11,2359.91,-661,754,897,1614,-717,-143,881,1399,-518,419,187.91,,118,118,,,1700,ND,,ND,,,11.96,53,91,12065,,,
1989-07,4.71,11.2,2.48,776260.08,199528.82,576731.26,773195.77,35251,450345.84,430505,365107,65398,19840.84,156012,142633,13379,88951,14469.77,,63417.16,61386,2031.16,197418,17785,139982.84,124229,116214,8015,15753.84,11905,11905,,4880,40650.16,38619,2031.16,575777.77,17466,310363,306276,248893,57383,4087,144107,130728,13379,84071,14469.77,,22767,22767,,,ND,3032.97,1844.87,1188.1,3578.77,716,1896.99,1338,1403,-65,558.99,617,530,87,663,226.77,,175.01,105,70.01,1525,613,1089.99,547,634,-87,542.99,215,215,,44,176.01,106,70.01,2053.77,103,807,791,769,22,16,402,315,87,619,226.77,,-1,-1,,,ND,ND,,ND,,,11.94,52.9,91,12108,,,
1989-08,4.04,14.04,0.59,778876.5,201862.61,577013.9,780190.54,35644,454345.81,434038,368832,65206,20307.81,156431,143205,13226,90316,14696.54,,64401.19,62291,2110.19,200795,18477,142362.81,125996,118083,7913,16366.81,12120,12120,,4964,41348.19,39238,2110.19,579395.54,17167,311983,308042,250749,57293,3941,144311,131085,13226,85352,14696.54,,23053,23053,,,ND,2616.42,2333.79,282.64,6994.77,393,3999.97,3533,3725,-192,466.97,419,572,-153,1365,226.77,,984.03,905,79.03,3377,692,2379.97,1767,1869,-102,612.97,215,215,,84,698.03,619,79.03,3617.77,-299,1620,1766,1856,-90,-146,204,357,-153,1281,226.77,,286,286,,,ND,12.13,,15.45,,,12.22,52.9,90,11949,,,
1989-09,4.54,7.81,3.39,781822.09,203176.98,578645.11,784207,35835,457038.67,436267,371715,64552,20771.67,157339,144432,12907,90948,14916,,63965.33,61809,2156.33,202075,18881,143893.67,127169,119413,7756,16724.67,12335,12335,,5007,40839.33,38683,2156.33,582132,16954,313145,309098,252302,56796,4047,145004,132097,12907,85941,14916,,23126,23126,,,293292,2945.59,1314.37,1631.21,4016.46,191,2692.86,2229,2883,-654,463.86,908,1227,-319,632,219.46,,-435.86,-482,46.14,1280,404,1530.86,1173,1330,-157,357.86,215,215,,43,-508.86,-555,46.14,2736.46,-213,1162,1056,1553,-497,106,693,1012,-319,589,219.46,,73,73,,,953.67,ND,,ND,,,12.42,53.1,88,11841,,,
1989-10,5.72,10.33,4.1,785545.65,204925.86,580619.79,787047.03,40015,458433.58,437243,373483,63760,21190.58,158067,141472,16595,91323,15291.03,,63932.42,61703,2229.42,203516,19521,145285.58,127994,120410,7584,17291.58,12550,12550,,5036,40644.42,38415,2229.42,583531.03,20494,313148,309249,253073,56176,3899,145517,128922,16595,86287,15291.03,,23288,23288,,,ND,3723.56,1748.88,1974.68,2840.03,4180,1394.91,976,1768,-792,418.91,728,-2960,3688,375,375.03,,-32.91,-106,73.09,1441,640,1391.91,825,997,-172,566.91,215,215,,29,-194.91,-268,73.09,1399.03,3540,3,151,771,-620,-148,513,-3175,3688,346,375.03,,162,162,,,ND,ND,,ND,,,13.04,54.4,88,11965,,,
1989-11,7.26,15.81,4.24,790297.25,207625.3,582671.95,793165.97,42731,462614.3,439345,376021,63324,23269.3,157889,140864,17025,91367,15653.97,,65641.7,63205,2436.7,208416,21336,148882.3,129983,122527,7456,18899.3,12765,12765,,5047,41721.7,39285,2436.7,584749.97,21395,313732,309362,253494,55868,4370,145124,128099,17025,86320,15653.97,,23920,23920,,,ND,4751.6,2699.43,2052.16,6118.94,2716,4180.72,2102,2538,-436,2078.72,-178,-608,430,44,362.94,,1709.28,1502,207.28,4900,1815,3596.72,1989,2117,-128,1607.72,215,215,,11,1077.28,870,207.28,1218.94,901,584,113,421,-308,471,-393,-823,430,33,362.94,,632,632,,,ND,11.94,,15.42,,,13.27,55.1,89,12279,,,
